audit_id,created_at_utc,created_at_local,iteration,thesis_id,instrument,direction,strategy_id,confidence_tese_pct,expected_financial_pct,realized_financial_pct,requested_instruments
1615,2026-05-02T01:51:05+00:00,2026-05-01T22:51:05-03:00,1,TH-PRIO3-bullish-9855,PRIO3,bullish,BULL_CALL_SPREAD,72.5161,3.9218,5.4,"RAIL3,LREN3,SUZB3,PRIO3,VALE3,RENT3,B3SA3"
1620,2026-05-02T01:51:37+00:00,2026-05-01T22:51:37-03:00,2,TH-SUZB3-bullish-14439,SUZB3,bullish,BULL_CALL_SPREAD,71.2861,3.784,-0.3576,"BBAS3,VBBR3,RENT3,WEGE3,SUZB3,RADL3"
1625,2026-05-02T01:52:07+00:00,2026-05-01T22:52:07-03:00,3,TH-SUZB3-bullish-13205,SUZB3,bullish,BULL_CALL_SPREAD,71.2861,3.784,-0.3576,"ITUB4,RENT3,BBAS3,SUZB3,JBSS3,VBBR3"
1632,2026-05-02T01:52:39+00:00,2026-05-01T22:52:39-03:00,4,TH-SUZB3-bullish-16962,SUZB3,bullish,BULL_CALL_SPREAD,71.2861,3.784,-0.3576,"RENT3,JBSS3,ITUB4,LREN3,SUZB3,RADL3"
1637,2026-05-02T01:53:20+00:00,2026-05-01T22:53:20-03:00,5,TH-PETR4-bullish-19531,PETR4,bullish,BULL_CALL_SPREAD,80.5787,4.8248,3.1405,"RADL3,JBSS3,LREN3,CMIG4,PETR4,BPAC11,RENT3,HAPV3"
1642,2026-05-02T01:53:43+00:00,2026-05-01T22:53:43-03:00,6,TH-BPAC11-bullish-9028,BPAC11,bullish,BULL_CALL_SPREAD,71.3538,3.7916,-2.2,"ITUB4,RENT3,BPAC11,BBDC4"
1649,2026-05-02T01:54:22+00:00,2026-05-01T22:54:22-03:00,7,TH-PETR4-bullish-5628,PETR4,bullish,BULL_CALL_SPREAD,80.5787,4.8248,3.1405,"HAPV3,PETR4,VALE3,BPAC11,ABEV3,CMIG4,LREN3,BBAS3"
1654,2026-05-02T01:54:48+00:00,2026-05-01T22:54:48-03:00,8,TH-HAPV3-bearish-6808,HAPV3,bearish,BEAR_PUT_SPREAD,72.3877,3.9074,5.2,"SUZB3,ABEV3,HAPV3,RAIL3,BBAS3,WEGE3"
1659,2026-05-02T01:55:26+00:00,2026-05-01T22:55:26-03:00,9,TH-PETR4-bullish-7832,PETR4,bullish,BULL_CALL_SPREAD,80.5787,4.8248,3.1405,"HAPV3,SUZB3,PETR4,VALE3,B3SA3,VBBR3,CMIG4,BBDC4"
1664,2026-05-02T01:56:02+00:00,2026-05-01T22:56:02-03:00,10,TH-PETR4-bullish-9644,PETR4,bullish,BULL_CALL_SPREAD,80.5787,4.8248,3.1405,"JBSS3,BPAC11,PETR4,LREN3,WEGE3,HAPV3,SUZB3,VBBR3"
1671,2026-05-02T01:56:34+00:00,2026-05-01T22:56:34-03:00,11,TH-JBSS3-bullish-14115,JBSS3,bullish,BULL_CALL_SPREAD,71.172,3.7713,5.4,"B3SA3,RAIL3,ITUB4,BBDC4,JBSS3,CMIG4,VBBR3,WEGE3"
1676,2026-05-02T01:57:07+00:00,2026-05-01T22:57:07-03:00,12,TH-PRIO3-bullish-19221,PRIO3,bullish,BULL_CALL_SPREAD,72.5161,3.9218,5.4,"RENT3,WEGE3,GGBR4,LREN3,VBBR3,PRIO3,JBSS3,HAPV3"
1681,2026-05-02T01:57:30+00:00,2026-05-01T22:57:30-03:00,13,TH-B3SA3-bearish-1294,B3SA3,bearish,BEAR_PUT_SPREAD,70.2572,3.6688,4.1816,"VBBR3,B3SA3,VALE3,BBAS3,BBDC4"
1686,2026-05-02T01:57:58+00:00,2026-05-01T22:57:58-03:00,14,TH-PETR4-bullish-18622,PETR4,bullish,BULL_CALL_SPREAD,80.5787,4.8248,3.1405,"BPAC11,BBDC4,GGBR4,VALE3,PETR4"
1693,2026-05-02T01:58:20+00:00,2026-05-01T22:58:20-03:00,15,TH-RENT3-bullish-0110,RENT3,bullish,BULL_CALL_SPREAD,70.5084,3.6969,-1.383,"RENT3,BBAS3,B3SA3,WEGE3"
1698,2026-05-02T01:58:39+00:00,2026-05-01T22:58:39-03:00,16,TH-JBSS3-bullish-3456,JBSS3,bullish,BULL_CALL_SPREAD,71.172,3.7713,5.4,"RAIL3,JBSS3,VALE3,B3SA3"
1703,2026-05-02T01:59:06+00:00,2026-05-01T22:59:06-03:00,17,TH-PETR4-bullish-16536,PETR4,bullish,BULL_CALL_SPREAD,80.5787,4.8248,3.1405,"RAIL3,CMIG4,SUZB3,VALE3,PETR4"
1710,2026-05-02T01:59:43+00:00,2026-05-01T22:59:43-03:00,18,TH-PETR4-bullish-18596,PETR4,bullish,BULL_CALL_SPREAD,80.5787,4.8248,3.1405,"BBAS3,RAIL3,CMIG4,VALE3,PETR4,ITUB4,RADL3"
1715,2026-05-02T02:00:14+00:00,2026-05-01T23:00:14-03:00,19,TH-HAPV3-bearish-1315,HAPV3,bearish,BEAR_PUT_SPREAD,72.3877,3.9074,5.2,"HAPV3,ITUB4,RENT3,BBDC4,VBBR3,GGBR4,RAIL3"
1720,2026-05-02T02:00:38+00:00,2026-05-01T23:00:38-03:00,20,TH-HAPV3-bearish-13569,HAPV3,bearish,BEAR_PUT_SPREAD,72.3877,3.9074,5.2,"RADL3,BBAS3,LREN3,HAPV3,VALE3"
1725,2026-05-02T02:01:05+00:00,2026-05-01T23:01:05-03:00,21,TH-GGBR4-bullish-14958,GGBR4,bullish,BULL_CALL_SPREAD,70.4848,3.6943,-2.2,"B3SA3,LREN3,WEGE3,BBDC4,GGBR4"
1732,2026-05-02T02:01:30+00:00,2026-05-01T23:01:30-03:00,22,TH-JBSS3-bullish-6145,JBSS3,bullish,BULL_CALL_SPREAD,71.172,3.7713,5.4,"RADL3,VBBR3,JBSS3,BBAS3,VALE3"
1735,2026-05-02T02:01:49+00:00,2026-05-01T23:01:49-03:00,23,TH-HAPV3-bearish-7292,HAPV3,bearish,BEAR_PUT_SPREAD,72.3877,3.9074,5.2,"SUZB3,RADL3,HAPV3,LREN3"
1740,2026-05-02T02:02:12+00:00,2026-05-01T23:02:12-03:00,24,TH-WEGE3-bullish-3499,WEGE3,bullish,BULL_CALL_SPREAD,73.6673,4.0507,5.0827,"WEGE3,BBDC4,ITUB4,RADL3"
1745,2026-05-02T02:02:57+00:00,2026-05-01T23:02:57-03:00,25,TH-PETR4-bullish-24310,PETR4,bullish,BULL_CALL_SPREAD,80.5787,4.8248,3.1405,"LREN3,GGBR4,JBSS3,RENT3,BBDC4,PETR4,BBAS3"
1750,2026-05-02T02:03:23+00:00,2026-05-01T23:03:23-03:00,26,TH-BPAC11-bullish-8428,BPAC11,bullish,BULL_CALL_SPREAD,71.3538,3.7916,-2.2,"RAIL3,VBBR3,CMIG4,BPAC11,JBSS3"
1755,2026-05-02T02:03:50+00:00,2026-05-01T23:03:50-03:00,27,TH-JBSS3-bullish-1094,JBSS3,bullish,BULL_CALL_SPREAD,71.172,3.7713,5.4,"JBSS3,B3SA3,LREN3,RADL3,VALE3"
1760,2026-05-02T02:04:15+00:00,2026-05-01T23:04:15-03:00,28,TH-HAPV3-bearish-5538,HAPV3,bearish,BEAR_PUT_SPREAD,72.3877,3.9074,5.2,"CMIG4,HAPV3,ITUB4,B3SA3,BPAC11"
1765,2026-05-02T02:04:46+00:00,2026-05-01T23:04:46-03:00,29,TH-PETR4-bullish-5840,PETR4,bullish,BULL_CALL_SPREAD,80.5787,4.8248,3.1405,"BPAC11,PETR4,RENT3,PRIO3,HAPV3"
1770,2026-05-02T02:05:23+00:00,2026-05-01T23:05:23-03:00,30,TH-HAPV3-bearish-9314,HAPV3,bearish,BEAR_PUT_SPREAD,72.3877,3.9074,5.2,"RADL3,RENT3,HAPV3,ITUB4,VALE3,B3SA3"
1775,2026-05-02T02:05:52+00:00,2026-05-01T23:05:52-03:00,31,TH-HAPV3-bearish-17791,HAPV3,bearish,BEAR_PUT_SPREAD,72.3877,3.9074,5.2,"BPAC11,RAIL3,GGBR4,ABEV3,BBAS3,HAPV3"
1780,2026-05-02T02:06:30+00:00,2026-05-01T23:06:30-03:00,32,TH-PRIO3-bullish-14994,PRIO3,bullish,BULL_CALL_SPREAD,72.5161,3.9218,5.4,"RADL3,ITUB4,JBSS3,B3SA3,PRIO3,GGBR4,RENT3"
1787,2026-05-02T02:06:53+00:00,2026-05-01T23:06:53-03:00,33,TH-HAPV3-bearish-5538,HAPV3,bearish,BEAR_PUT_SPREAD,72.3877,3.9074,5.2,"CMIG4,HAPV3,GGBR4,B3SA3,RADL3,JBSS3,VBBR3"
1792,2026-05-02T02:07:19+00:00,2026-05-01T23:07:19-03:00,34,TH-PRIO3-bullish-3180,PRIO3,bullish,BULL_CALL_SPREAD,72.5161,3.9218,5.4,"B3SA3,PRIO3,WEGE3,GGBR4,SUZB3,RADL3"
1797,2026-05-02T02:07:51+00:00,2026-05-01T23:07:51-03:00,35,TH-PETR4-bullish-18275,PETR4,bullish,BULL_CALL_SPREAD,80.5787,4.8248,3.1405,"B3SA3,ITUB4,WEGE3,CMIG4,PETR4,BPAC11,HAPV3,GGBR4"
1804,2026-05-02T02:08:20+00:00,2026-05-01T23:08:20-03:00,36,TH-PRIO3-bullish-3398,PRIO3,bullish,BULL_CALL_SPREAD,72.5161,3.9218,5.4,"BPAC11,PRIO3,HAPV3,GGBR4,RENT3,LREN3,ITUB4"
1807,2026-05-02T02:08:41+00:00,2026-05-01T23:08:41-03:00,37,TH-B3SA3-bearish-0016,B3SA3,bearish,BEAR_PUT_SPREAD,70.2572,3.6688,4.1816,"B3SA3,BBDC4,BBAS3,WEGE3"
1812,2026-05-02T02:09:01+00:00,2026-05-01T23:09:01-03:00,38,TH-BPAC11-bullish-0565,BPAC11,bullish,BULL_CALL_SPREAD,71.3538,3.7916,-2.2,"BPAC11,GGBR4,ABEV3,RENT3"
1819,2026-05-02T02:09:31+00:00,2026-05-01T23:09:31-03:00,39,TH-PRIO3-bullish-1072,PRIO3,bullish,BULL_CALL_SPREAD,72.5161,3.9218,5.4,"PRIO3,BBAS3,JBSS3,BPAC11,WEGE3,HAPV3,ITUB4"
1826,2026-05-02T02:09:54+00:00,2026-05-01T23:09:54-03:00,40,TH-PRIO3-bullish-5307,PRIO3,bullish,BULL_CALL_SPREAD,72.5161,3.9218,5.4,"GGBR4,PRIO3,B3SA3,BBAS3,HAPV3"
1831,2026-05-02T02:10:24+00:00,2026-05-01T23:10:24-03:00,41,TH-PETR4-bullish-18402,PETR4,bullish,BULL_CALL_SPREAD,80.5787,4.8248,3.1405,"CMIG4,HAPV3,ITUB4,BBDC4,PETR4,JBSS3"
1836,2026-05-02T02:10:45+00:00,2026-05-01T23:10:45-03:00,42,TH-SUZB3-bullish-4695,SUZB3,bullish,BULL_CALL_SPREAD,71.2861,3.784,-0.3576,"LREN3,SUZB3,CMIG4,BBDC4"
1843,2026-05-02T02:11:12+00:00,2026-05-01T23:11:12-03:00,43,TH-PETR4-bullish-4792,PETR4,bullish,BULL_CALL_SPREAD,80.5787,4.8248,3.1405,"VBBR3,PETR4,BBAS3,GGBR4,ABEV3"
1848,2026-05-02T02:11:43+00:00,2026-05-01T23:11:43-03:00,44,TH-PETR4-bullish-21219,PETR4,bullish,BULL_CALL_SPREAD,80.5787,4.8248,3.1405,"SUZB3,PRIO3,B3SA3,GGBR4,HAPV3,LREN3,PETR4"
1853,2026-05-02T02:12:15+00:00,2026-05-01T23:12:15-03:00,45,TH-PRIO3-bullish-12067,PRIO3,bullish,BULL_CALL_SPREAD,72.5161,3.9218,5.4,"VBBR3,BBDC4,ABEV3,HAPV3,PRIO3,RADL3,BBAS3,CMIG4"
1858,2026-05-02T02:12:41+00:00,2026-05-01T23:12:41-03:00,46,TH-PRIO3-bullish-5289,PRIO3,bullish,BULL_CALL_SPREAD,72.5161,3.9218,5.4,"LREN3,PRIO3,RAIL3,CMIG4,VBBR3,BPAC11"
1863,2026-05-02T02:13:08+00:00,2026-05-01T23:13:08-03:00,47,TH-HAPV3-bearish-5119,HAPV3,bearish,BEAR_PUT_SPREAD,72.3877,3.9074,5.2,"JBSS3,HAPV3,LREN3,RAIL3,VBBR3,B3SA3,ABEV3,SUZB3"
1868,2026-05-02T02:13:35+00:00,2026-05-01T23:13:35-03:00,48,TH-PRIO3-bullish-1072,PRIO3,bullish,BULL_CALL_SPREAD,72.5161,3.9218,5.4,"PRIO3,ABEV3,WEGE3,VBBR3,HAPV3,ITUB4"
1873,2026-05-02T02:14:06+00:00,2026-05-01T23:14:06-03:00,49,TH-HAPV3-bearish-22073,HAPV3,bearish,BEAR_PUT_SPREAD,72.3877,3.9074,5.2,"JBSS3,RENT3,WEGE3,SUZB3,B3SA3,CMIG4,HAPV3,VBBR3"
1878,2026-05-02T02:14:29+00:00,2026-05-01T23:14:29-03:00,50,TH-HAPV3-bearish-11061,HAPV3,bearish,BEAR_PUT_SPREAD,72.3877,3.9074,5.2,"VBBR3,VALE3,GGBR4,HAPV3,RENT3"
1885,2026-05-02T02:15:04+00:00,2026-05-01T23:15:04-03:00,51,TH-PETR4-bullish-18566,PETR4,bullish,BULL_CALL_SPREAD,80.5787,4.8248,3.1405,"BBAS3,RAIL3,VALE3,WEGE3,PETR4,BBDC4,ITUB4"
1890,2026-05-02T02:15:26+00:00,2026-05-01T23:15:26-03:00,52,TH-BPAC11-bullish-9112,BPAC11,bullish,BULL_CALL_SPREAD,71.3538,3.7916,-2.2,"VALE3,BBDC4,BPAC11,CMIG4,RAIL3"
1895,2026-05-02T02:15:59+00:00,2026-05-01T23:15:59-03:00,53,TH-PETR4-bullish-3514,PETR4,bullish,BULL_CALL_SPREAD,80.5787,4.8248,3.1405,"PETR4,ITUB4,JBSS3,CMIG4,PRIO3"
1900,2026-05-02T02:16:39+00:00,2026-05-01T23:16:39-03:00,54,TH-PETR4-bullish-32240,PETR4,bullish,BULL_CALL_SPREAD,80.5787,4.8248,3.1405,"BBAS3,BBDC4,ABEV3,LREN3,RENT3,CMIG4,WEGE3,PETR4"
1905,2026-05-02T02:17:06+00:00,2026-05-01T23:17:06-03:00,55,TH-PETR4-bullish-7747,PETR4,bullish,BULL_CALL_SPREAD,80.5787,4.8248,3.1405,"VALE3,PETR4,BBAS3,VBBR3"
1910,2026-05-02T02:17:30+00:00,2026-05-01T23:17:30-03:00,56,TH-PRIO3-bullish-2350,PRIO3,bullish,BULL_CALL_SPREAD,72.5161,3.9218,5.4,"VBBR3,PRIO3,LREN3,WEGE3"
1917,2026-05-02T02:17:51+00:00,2026-05-01T23:17:51-03:00,57,TH-HAPV3-bearish-7756,HAPV3,bearish,BEAR_PUT_SPREAD,72.3877,3.9074,5.2,"SUZB3,ITUB4,HAPV3,B3SA3,BPAC11"
1922,2026-05-02T02:18:19+00:00,2026-05-01T23:18:19-03:00,58,TH-SUZB3-bullish-4711,SUZB3,bullish,BULL_CALL_SPREAD,71.2861,3.784,-0.3576,"VALE3,SUZB3,RADL3,B3SA3,RENT3,WEGE3"
1927,2026-05-02T02:18:45+00:00,2026-05-01T23:18:45-03:00,59,TH-JBSS3-bullish-1094,JBSS3,bullish,BULL_CALL_SPREAD,71.172,3.7713,5.4,"JBSS3,RADL3,WEGE3,GGBR4,VALE3"
1932,2026-05-02T02:19:15+00:00,2026-05-01T23:19:15-03:00,60,TH-PETR4-bullish-10075,PETR4,bullish,BULL_CALL_SPREAD,80.5787,4.8248,3.1405,"GGBR4,BPAC11,PETR4,HAPV3,SUZB3,VALE3"
1939,2026-05-02T02:19:48+00:00,2026-05-01T23:19:48-03:00,61,TH-PRIO3-bullish-1072,PRIO3,bullish,BULL_CALL_SPREAD,72.5161,3.9218,5.4,"PRIO3,WEGE3,VBBR3,RADL3,JBSS3,BBAS3,ABEV3,RAIL3"
1946,2026-05-02T02:20:17+00:00,2026-05-01T23:20:17-03:00,62,TH-PETR4-bullish-8449,PETR4,bullish,BULL_CALL_SPREAD,80.5787,4.8248,3.1405,"PRIO3,B3SA3,PETR4,VALE3,WEGE3"
1951,2026-05-02T02:20:47+00:00,2026-05-01T23:20:47-03:00,63,TH-PETR4-bullish-18104,PETR4,bullish,BULL_CALL_SPREAD,80.5787,4.8248,3.1405,"BPAC11,CMIG4,ITUB4,JBSS3,PETR4,VBBR3"
1956,2026-05-02T02:21:18+00:00,2026-05-01T23:21:18-03:00,64,TH-JBSS3-bullish-20100,JBSS3,bullish,BULL_CALL_SPREAD,71.172,3.7713,5.4,"WEGE3,ITUB4,GGBR4,VALE3,B3SA3,JBSS3,VBBR3"
1963,2026-05-02T02:21:51+00:00,2026-05-01T23:21:51-03:00,65,TH-PETR4-bullish-15229,PETR4,bullish,BULL_CALL_SPREAD,80.5787,4.8248,3.1405,"ABEV3,WEGE3,VALE3,PETR4,GGBR4"
1968,2026-05-02T02:22:33+00:00,2026-05-01T23:22:33-03:00,66,TH-PETR4-bullish-19021,PETR4,bullish,BULL_CALL_SPREAD,80.5787,4.8248,3.1405,"RENT3,ITUB4,LREN3,PRIO3,PETR4,BPAC11,RAIL3"
1973,2026-05-02T02:23:07+00:00,2026-05-01T23:23:07-03:00,67,TH-PRIO3-bullish-4845,PRIO3,bullish,BULL_CALL_SPREAD,72.5161,3.9218,5.4,"RADL3,PRIO3,BBDC4,CMIG4,GGBR4,BBAS3"
1980,2026-05-02T02:23:36+00:00,2026-05-01T23:23:36-03:00,68,TH-PRIO3-bullish-5295,PRIO3,bullish,BULL_CALL_SPREAD,72.5161,3.9218,5.4,"CMIG4,PRIO3,B3SA3,RADL3,BPAC11,ITUB4"
1983,2026-05-02T02:23:56+00:00,2026-05-01T23:23:56-03:00,69,TH-HAPV3-bearish-1315,HAPV3,bearish,BEAR_PUT_SPREAD,72.3877,3.9074,5.2,"HAPV3,RENT3,RAIL3,SUZB3,B3SA3"
1988,2026-05-02T02:24:18+00:00,2026-05-01T23:24:18-03:00,70,TH-BPAC11-bullish-0565,BPAC11,bullish,BULL_CALL_SPREAD,71.3538,3.7916,-2.2,"BPAC11,VBBR3,RADL3,CMIG4"
1995,2026-05-02T02:24:52+00:00,2026-05-01T23:24:52-03:00,71,TH-HAPV3-bearish-24871,HAPV3,bearish,BEAR_PUT_SPREAD,72.3877,3.9074,5.2,"BPAC11,VALE3,WEGE3,BBAS3,RENT3,BBDC4,HAPV3"
2000,2026-05-02T02:25:26+00:00,2026-05-01T23:25:26-03:00,72,TH-PETR4-bullish-15131,PETR4,bullish,BULL_CALL_SPREAD,80.5787,4.8248,3.1405,"VBBR3,ABEV3,PRIO3,CMIG4,PETR4,BPAC11"
2005,2026-05-02T02:26:02+00:00,2026-05-01T23:26:02-03:00,73,TH-PETR4-bullish-12317,PETR4,bullish,BULL_CALL_SPREAD,80.5787,4.8248,3.1405,"ITUB4,SUZB3,RAIL3,PETR4,WEGE3,VBBR3,VALE3"
2010,2026-05-02T02:26:37+00:00,2026-05-01T23:26:37-03:00,74,TH-PRIO3-bullish-23636,PRIO3,bullish,BULL_CALL_SPREAD,72.5161,3.9218,5.4,"BPAC11,WEGE3,RADL3,GGBR4,JBSS3,VALE3,PRIO3"
2015,2026-05-02T02:27:08+00:00,2026-05-01T23:27:08-03:00,75,TH-PETR4-bullish-9056,PETR4,bullish,BULL_CALL_SPREAD,80.5787,4.8248,3.1405,"VBBR3,BBAS3,PETR4,VALE3,RADL3"
2020,2026-05-02T02:27:52+00:00,2026-05-01T23:27:52-03:00,76,TH-PETR4-bullish-25470,PETR4,bullish,BULL_CALL_SPREAD,80.5787,4.8248,3.1405,"BBAS3,SUZB3,VALE3,WEGE3,GGBR4,PRIO3,PETR4,BPAC11"
2025,2026-05-02T02:28:23+00:00,2026-05-01T23:28:23-03:00,77,TH-PETR4-bullish-13994,PETR4,bullish,BULL_CALL_SPREAD,80.5787,4.8248,3.1405,"JBSS3,RAIL3,BBDC4,PETR4,CMIG4"
2032,2026-05-02T02:28:58+00:00,2026-05-01T23:28:58-03:00,78,TH-PRIO3-bullish-23254,PRIO3,bullish,BULL_CALL_SPREAD,72.5161,3.9218,5.4,"CMIG4,B3SA3,LREN3,BPAC11,VBBR3,JBSS3,RENT3,PRIO3"
2037,2026-05-02T02:29:32+00:00,2026-05-01T23:29:32-03:00,79,TH-BPAC11-bullish-12405,BPAC11,bullish,BULL_CALL_SPREAD,71.3538,3.7916,-2.2,"BBDC4,ITUB4,ABEV3,BPAC11,RADL3,LREN3"
2042,2026-05-02T02:30:06+00:00,2026-05-01T23:30:06-03:00,80,TH-GGBR4-bullish-11288,GGBR4,bullish,BULL_CALL_SPREAD,70.4848,3.6943,-2.2,"VBBR3,VALE3,RAIL3,ABEV3,GGBR4,ITUB4"
2047,2026-05-02T02:30:43+00:00,2026-05-01T23:30:43-03:00,81,TH-HAPV3-bearish-1315,HAPV3,bearish,BEAR_PUT_SPREAD,72.3877,3.9074,5.2,"HAPV3,VALE3,BBAS3,VBBR3,JBSS3,BBDC4,LREN3"
2052,2026-05-02T02:31:17+00:00,2026-05-01T23:31:17-03:00,82,TH-PRIO3-bullish-13840,PRIO3,bullish,BULL_CALL_SPREAD,72.5161,3.9218,5.4,"ITUB4,BBDC4,LREN3,PRIO3,CMIG4"
2059,2026-05-02T02:32:01+00:00,2026-05-01T23:32:01-03:00,83,TH-PETR4-bullish-3514,PETR4,bullish,BULL_CALL_SPREAD,80.5787,4.8248,3.1405,"PETR4,BPAC11,SUZB3,LREN3,JBSS3,GGBR4,RENT3,RAIL3"
2064,2026-05-02T02:32:27+00:00,2026-05-01T23:32:27-03:00,84,TH-PETR4-bullish-7948,PETR4,bullish,BULL_CALL_SPREAD,80.5787,4.8248,3.1405,"B3SA3,BPAC11,PETR4,VBBR3"
2067,2026-05-02T02:32:55+00:00,2026-05-01T23:32:55-03:00,85,TH-SUZB3-bullish-13212,SUZB3,bullish,BULL_CALL_SPREAD,71.2861,3.784,-0.3576,"ITUB4,BBAS3,VALE3,SUZB3,B3SA3"
2072,2026-05-02T02:33:26+00:00,2026-05-01T23:33:26-03:00,86,TH-PRIO3-bullish-17505,PRIO3,bullish,BULL_CALL_SPREAD,72.5161,3.9218,5.4,"SUZB3,ABEV3,RAIL3,BBAS3,BBDC4,PRIO3"
2077,2026-05-02T02:33:49+00:00,2026-05-01T23:33:49-03:00,87,TH-JBSS3-bullish-1094,JBSS3,bullish,BULL_CALL_SPREAD,71.172,3.7713,5.4,"JBSS3,VBBR3,VALE3,RADL3"
2082,2026-05-02T02:34:25+00:00,2026-05-01T23:34:25-03:00,88,TH-PETR4-bullish-14800,PETR4,bullish,BULL_CALL_SPREAD,80.5787,4.8248,3.1405,"PRIO3,VALE3,RENT3,PETR4,HAPV3,CMIG4"
2088,2026-05-02T02:34:46+00:00,2026-05-01T23:34:46-03:00,89,TH-WEGE3-bullish-7722,WEGE3,bullish,BULL_CALL_SPREAD,73.6673,4.0507,5.0827,"CMIG4,WEGE3,LREN3,ITUB4"
2091,2026-05-02T02:35:11+00:00,2026-05-01T23:35:11-03:00,90,TH-RENT3-bullish-4303,RENT3,bullish,BULL_CALL_SPREAD,70.5084,3.6969,-1.383,"WEGE3,RENT3,BBAS3,RADL3,ABEV3"
2094,2026-05-02T02:35:39+00:00,2026-05-01T23:35:39-03:00,91,TH-PETR4-bullish-7731,PETR4,bullish,BULL_CALL_SPREAD,80.5787,4.8248,3.1405,"LREN3,PETR4,JBSS3,VBBR3,GGBR4"
2097,2026-05-02T02:36:05+00:00,2026-05-01T23:36:05-03:00,92,TH-SUZB3-bullish-11292,SUZB3,bullish,BULL_CALL_SPREAD,71.2861,3.784,-0.3576,"LREN3,RAIL3,GGBR4,SUZB3,B3SA3,VBBR3,RADL3"
2100,2026-05-02T02:36:25+00:00,2026-05-01T23:36:25-03:00,93,TH-SUZB3-bullish-7104,SUZB3,bullish,BULL_CALL_SPREAD,71.2861,3.784,-0.3576,"RAIL3,BBAS3,SUZB3,JBSS3"
2103,2026-05-02T02:36:57+00:00,2026-05-01T23:36:57-03:00,94,TH-PETR4-bullish-3514,PETR4,bullish,BULL_CALL_SPREAD,80.5787,4.8248,3.1405,"PETR4,PRIO3,BPAC11,WEGE3,VALE3,CMIG4"
2106,2026-05-02T02:37:21+00:00,2026-05-01T23:37:21-03:00,95,TH-PRIO3-bullish-5542,PRIO3,bullish,BULL_CALL_SPREAD,72.5161,3.9218,5.4,"RAIL3,B3SA3,PRIO3,BBDC4,WEGE3"
2109,2026-05-02T02:37:50+00:00,2026-05-01T23:37:50-03:00,96,TH-JBSS3-bullish-1094,JBSS3,bullish,BULL_CALL_SPREAD,71.172,3.7713,5.4,"JBSS3,CMIG4,LREN3,ITUB4,RENT3,GGBR4"
2112,2026-05-02T02:38:18+00:00,2026-05-01T23:38:18-03:00,97,TH-SUZB3-bullish-18290,SUZB3,bullish,BULL_CALL_SPREAD,71.2861,3.784,-0.3576,"CMIG4,VBBR3,JBSS3,WEGE3,BBDC4,SUZB3,ABEV3"
2115,2026-05-02T02:38:43+00:00,2026-05-01T23:38:43-03:00,98,TH-JBSS3-bullish-1094,JBSS3,bullish,BULL_CALL_SPREAD,71.172,3.7713,5.4,"JBSS3,CMIG4,BBDC4,BBAS3,GGBR4"
2118,2026-05-02T02:39:06+00:00,2026-05-01T23:39:06-03:00,99,TH-RENT3-bullish-5611,RENT3,bullish,BULL_CALL_SPREAD,70.5084,3.6969,-1.383,"CMIG4,VBBR3,RENT3,BBAS3,RADL3"
2121,2026-05-02T02:39:38+00:00,2026-05-01T23:39:38-03:00,100,TH-PRIO3-bullish-9071,PRIO3,bullish,BULL_CALL_SPREAD,72.5161,3.9218,5.4,"RENT3,RADL3,PRIO3,VALE3,CMIG4,BBAS3,B3SA3"
2124,2026-05-02T02:40:12+00:00,2026-05-01T23:40:12-03:00,101,TH-PETR4-bullish-3514,PETR4,bullish,BULL_CALL_SPREAD,80.5787,4.8248,3.1405,"PETR4,LREN3,ITUB4,WEGE3,VALE3,RADL3,HAPV3"
2127,2026-05-02T02:40:50+00:00,2026-05-01T23:40:50-03:00,102,TH-PETR4-bullish-14078,PETR4,bullish,BULL_CALL_SPREAD,80.5787,4.8248,3.1405,"LREN3,HAPV3,VALE3,PETR4,B3SA3,ABEV3,RADL3,BBDC4"
2130,2026-05-02T02:41:16+00:00,2026-05-01T23:41:16-03:00,103,TH-JBSS3-bullish-11910,JBSS3,bullish,BULL_CALL_SPREAD,71.172,3.7713,5.4,"RAIL3,LREN3,ITUB4,JBSS3,WEGE3"
2133,2026-05-02T02:41:43+00:00,2026-05-01T23:41:43-03:00,104,TH-PETR4-bullish-8667,PETR4,bullish,BULL_CALL_SPREAD,80.5787,4.8248,3.1405,"BPAC11,PRIO3,PETR4,JBSS3"
2136,2026-05-02T02:42:08+00:00,2026-05-01T23:42:08-03:00,105,TH-HAPV3-bearish-14380,HAPV3,bearish,BEAR_PUT_SPREAD,72.3877,3.9074,5.2,"SUZB3,BBAS3,GGBR4,RAIL3,HAPV3,CMIG4,B3SA3"
2139,2026-05-02T02:42:40+00:00,2026-05-01T23:42:40-03:00,106,TH-PRIO3-bullish-22388,PRIO3,bullish,BULL_CALL_SPREAD,72.5161,3.9218,5.4,"VALE3,SUZB3,B3SA3,BBAS3,WEGE3,BBDC4,PRIO3"
2142,2026-05-02T02:43:08+00:00,2026-05-01T23:43:08-03:00,107,TH-HAPV3-bearish-5538,HAPV3,bearish,BEAR_PUT_SPREAD,72.3877,3.9074,5.2,"CMIG4,HAPV3,BPAC11,BBDC4,SUZB3,RADL3,ITUB4"
